,AreaCode,CFR
0,E06000047,0.025857076854888635
1,E06000005,0.025562780899695742
2,E06000001,0.02475634616133196
3,E06000002,0.021632433798022106
4,E06000057,0.029343295355588404
5,E06000003,0.027305433613509233
6,E06000004,0.023695829946212717
7,E08000037,0.024933614113877
8,E08000021,0.019264482845992345
9,E08000022,0.02559745787369916
10,E08000023,0.025706126335995533
11,E08000024,0.02512104757972376
12,E06000008,0.019921473357870274
13,E06000009,0.025725151234829848
14,E06000049,0.02786610653831746
15,E06000050,0.02652861449504299
16,E06000006,0.023545070342083356
17,E06000007,0.024240958138382767
18,E07000026,0.029189618342554756
19,E07000027,0.02672628459823266
20,E07000028,0.026787555355308797
21,E07000029,0.027944434262270838
22,E07000030,0.0313759942136568
23,E07000031,0.0325632608509932
24,E08000001,0.022402753515367278
25,E08000002,0.023444178524557668
26,E08000003,0.014300932248272492
27,E08000004,0.021195431505219627
28,E08000005,0.021681705743733005
29,E08000006,0.0194639694336441
30,E08000007,0.025338621508104016
31,E08000008,0.023140896777257128
32,E08000009,0.02303618122118355
33,E08000010,0.02427945870267041
34,E07000117,0.023468790671404255
35,E07000118,0.025023278856121527
36,E07000119,0.03204273017978082
37,E07000120,0.023391979545579478
38,E07000121,0.024477243326096746
39,E07000122,0.023485594204110557
40,E07000123,0.020086656199743255
41,E07000124,0.02888506949946361
42,E07000125,0.02390493021810209
43,E07000126,0.026295539316138213
44,E07000127,0.026793084978564915
45,E07000128,0.03186301902759518
46,E08000011,0.02315779520234679
47,E08000012,0.020033163173923233
48,E08000014,0.02864343553721099
49,E08000013,0.0256492244373892
50,E08000015,0.02672287108321638
51,E06000011,0.03060652148567812
52,E06000010,0.02038347811621906
53,E06000012,0.02546570541772365
54,E06000013,0.02615382374093498
55,E06000014,0.02295352473396202
56,E07000163,0.03155014788700897
57,E07000164,0.030891442900646174
58,E07000165,0.028420168631037204
59,E07000166,0.0262790238075388
60,E07000167,0.0314318715099314
61,E07000168,0.031443014705833223
62,E07000169,0.02576608123929188
63,E08000016,0.0247647501855033
64,E08000017,0.024410035557156345
65,E08000018,0.024825860719872597
66,E08000019,0.021035484909150165
67,E08000032,0.020138398329645604
68,E08000033,0.024075737195102212
69,E08000034,0.022743108751096065
70,E08000035,0.020542296357225712
71,E08000036,0.024317422535128207
72,E06000015,0.021479822707296398
73,E06000016,0.016967138891774414
74,E06000018,0.01638500571050082
75,E06000017,0.029255531757641253
76,E07000032,0.02717482263348735
77,E07000033,0.025458599644989966
78,E07000034,0.02625214125321015
79,E07000035,0.03184589003920815
80,E07000036,0.0257169521878347
81,E07000037,0.026544536442982807
82,E07000038,0.02941225197075835
83,E07000039,0.02386613954142904
84,E07000129,0.02552207510587305
85,E07000130,0.022968635037814097
86,E07000131,0.02718710038395219
87,E07000132,0.026824480988221454
88,E07000133,0.027799862677074082
89,E07000134,0.025160049014831317
90,E07000135,0.02637350430856795
91,E07000136,0.025609406922936576
92,E07000137,0.03363720270763788
93,E07000138,0.019883769374430607
94,E07000139,0.028249787759002536
95,E07000140,0.028815214652739576
96,E07000141,0.027722428579865267
97,E07000142,0.029309580598458784
98,E07000150,0.020172414044860934
99,E07000151,0.02591834455164266
100,E07000152,0.02583852265637294
101,E07000153,0.023408686402876574
102,E07000154,0.020478736852664405
103,E07000155,0.025918357971415486
104,E07000156,0.02423650716344973
105,E07000170,0.024550554122126537
106,E07000171,0.027113015730898547
107,E07000172,0.02597306129029061
108,E07000173,0.026269573087020735
109,E07000174,0.024639622239274267
110,E07000175,0.026852481523620523
111,E07000176,0.02612543607957913
112,E06000019,0.029049743857167094
113,E06000051,0.029150951729415543
114,E06000021,0.022213683218459925
115,E06000020,0.02240367443572568
116,E07000192,0.024449682261989864
117,E07000193,0.024626495349529858
118,E07000194,0.028455382577030012
119,E07000195,0.025318678802063527
120,E07000196,0.02944233107798087
121,E07000197,0.027306046263391937
122,E07000198,0.029724435247132197
123,E07000199,0.023833904369010353
124,E07000218,0.026983332692418833
125,E07000219,0.024450810581970253
126,E07000220,0.024077858063919145
127,E07000221,0.03009651450538639
128,E07000222,0.02362477357632796
129,E08000025,0.018018216447774623
130,E08000026,0.01835460784252886
131,E08000027,0.025442670440959415
132,E08000028,0.020526232614075254
133,E08000029,0.026030812763457624
134,E08000030,0.022817177294638787
135,E08000031,0.021959824237694242
136,E07000234,0.02756618151041761
137,E07000235,0.032312216908004385
138,E07000236,0.023059647728000537
139,E07000237,0.022220809997278407
140,E07000238,0.029461553075536488
141,E07000239,0.02875228089253412
142,E06000055,0.023118775607091496
143,E06000056,0.023526924211166686
144,E06000032,0.017982125995198543
145,E06000031,0.02005382453109036
146,E06000033,0.02430915837592064
147,E06000034,0.019364530769015915
148,E07000008,0.017467667766711093
149,E07000009,0.0251776788074566
150,E07000010,0.02738856452840731
151,E07000011,0.02521751670162843
152,E07000012,0.02483402404084674
153,E07000066,0.02269814455295589
154,E07000067,0.025264357143880197
155,E07000068,0.025821154073885216
156,E07000069,0.029611950926094463
157,E07000070,0.024459538312168183
158,E07000071,0.02207627694266065
159,E07000072,0.025126249494524567
160,E07000073,0.02118014440191578
161,E07000074,0.02985646373646881
162,E07000075,0.028076709736604685
163,E07000076,0.03301043159132284
164,E07000077,0.02514631808707148
165,E07000095,0.023598106782760774
166,E07000096,0.02298590384428258
167,E07000242,0.02393800763782285
168,E07000098,0.0236094179611659
169,E07000099,0.024575626138416747
170,E07000240,0.02268764398838333
171,E07000243,0.02140192003659177
172,E07000102,0.023864919589870075
173,E07000103,0.018976534336882768
174,E07000241,0.020577176052173254
175,E07000143,0.029102461085787467
176,E07000144,0.03031911745902808
177,E07000145,0.02840572349521867
178,E07000146,0.030128807497046887
179,E07000147,0.036211825244870745
180,E07000148,0.01931730529884782
181,E07000149,0.02869868448637243
182,E07000200,0.030342827242017707
183,E07000244,0.031213480966032006
184,E07000202,0.021772959107031316
185,E07000203,0.029156604923986845
186,E07000245,0.025357727646244905
187,E09000007,0.017145568533211163
188,E09000001,0.023175302216609083
189,E09000012,0.01337677897224534
190,E09000013,0.016697593665392876
191,E09000014,0.01639485753897635
192,E09000019,0.014373607789635066
193,E09000020,0.021403420209999146
194,E09000022,0.014431885659475943
195,E09000023,0.015880777279328902
196,E09000025,0.013208666476738922
197,E09000028,0.01464756051658948
198,E09000030,0.011698936905275925
199,E09000032,0.015171416939305692
200,E09000033,0.018129856720446102
201,E09000002,0.014884038617266272
202,E09000003,0.01980678592776628
203,E09000004,0.022155168958577977
204,E09000005,0.01807630029701493
205,E09000006,0.023159587651696283
206,E09000008,0.019690554260160177
207,E09000009,0.018766552106685576
208,E09000010,0.019050436566148757
209,E09000011,0.01629010771028956
210,E09000015,0.021263820243863717
211,E09000016,0.023384906433787364
212,E09000017,0.01907338906025638
