!    time (d)     u          v      prev (=I0/S0)
    0.0000    1.498500    0.001500    0.001000
    0.0020    1.498498    0.001501    0.001000
    0.0040    1.498496    0.001501    0.001001
    0.0060    1.498493    0.001502    0.001001
    0.0080    1.498491    0.001503    0.001002
    0.0100    1.498489    0.001504    0.001002
    0.0120    1.498486    0.001504    0.001003
    0.0140    1.498484    0.001505    0.001003
    0.0160    1.498482    0.001506    0.001004
    0.0180    1.498480    0.001507    0.001004
    0.0200    1.498477    0.001507    0.001005
    0.0220    1.498475    0.001508    0.001005
    0.0240    1.498473    0.001509    0.001006
    0.0260    1.498471    0.001510    0.001007
    0.0280    1.498468    0.001511    0.001007
    0.0300    1.498466    0.001511    0.001008
    0.0320    1.498464    0.001512    0.001008
    0.0340    1.498462    0.001513    0.001009
    0.0360    1.498459    0.001514    0.001009
    0.0380    1.498457    0.001514    0.001010
    0.0400    1.498455    0.001515    0.001010
    0.0420    1.498453    0.001516    0.001011
    0.0440    1.498450    0.001517    0.001011
    0.0460    1.498448    0.001517    0.001012
    0.0480    1.498446    0.001518    0.001012
    0.0500    1.498443    0.001519    0.001013
    0.0520    1.498441    0.001520    0.001013
    0.0540    1.498439    0.001520    0.001014
    0.0560    1.498437    0.001521    0.001014
    0.0580    1.498434    0.001522    0.001015
    0.0600    1.498432    0.001523    0.001015
    0.0620    1.498430    0.001523    0.001016
    0.0640    1.498427    0.001524    0.001016
    0.0660    1.498425    0.001525    0.001017
    0.0680    1.498423    0.001526    0.001017
    0.0700    1.498421    0.001526    0.001018
    0.0720    1.498418    0.001527    0.001018
    0.0740    1.498416    0.001528    0.001019
    0.0760    1.498414    0.001529    0.001019
    0.0780    1.498411    0.001529    0.001020
    0.0800    1.498409    0.001530    0.001020
    0.0820    1.498407    0.001531    0.001021
    0.0840    1.498405    0.001532    0.001021
    0.0860    1.498402    0.001532    0.001022
    0.0880    1.498400    0.001533    0.001022
    0.0900    1.498398    0.001534    0.001023
    0.0920    1.498395    0.001535    0.001023
    0.0940    1.498393    0.001536    0.001024
    0.0960    1.498391    0.001536    0.001024
    0.0980    1.498389    0.001537    0.001025
    0.1000    1.498386    0.001538    0.001025
    0.1020    1.498384    0.001539    0.001026
    0.1040    1.498382    0.001539    0.001026
    0.1060    1.498379    0.001540    0.001027
    0.1080    1.498377    0.001541    0.001027
    0.1100    1.498375    0.001542    0.001028
    0.1120    1.498372    0.001542    0.001028
    0.1140    1.498370    0.001543    0.001029
    0.1160    1.498368    0.001544    0.001029
    0.1180    1.498365    0.001545    0.001030
    0.1200    1.498363    0.001546    0.001030
    0.1220    1.498361    0.001546    0.001031
    0.1240    1.498358    0.001547    0.001031
    0.1260    1.498356    0.001548    0.001032
    0.1280    1.498354    0.001549    0.001032
    0.1300    1.498352    0.001549    0.001033
    0.1320    1.498349    0.001550    0.001033
    0.1340    1.498347    0.001551    0.001034
    0.1360    1.498345    0.001552    0.001034
    0.1380    1.498342    0.001552    0.001035
    0.1400    1.498340    0.001553    0.001036
    0.1420    1.498338    0.001554    0.001036
    0.1440    1.498335    0.001555    0.001037
    0.1460    1.498333    0.001556    0.001037
    0.1480    1.498331    0.001556    0.001038
    0.1500    1.498328    0.001557    0.001038
    0.1520    1.498326    0.001558    0.001039
    0.1540    1.498324    0.001559    0.001039
    0.1560    1.498321    0.001559    0.001040
    0.1580    1.498319    0.001560    0.001040
    0.1600    1.498317    0.001561    0.001041
    0.1620    1.498314    0.001562    0.001041
    0.1640    1.498312    0.001563    0.001042
    0.1660    1.498310    0.001563    0.001042
    0.1680    1.498307    0.001564    0.001043
    0.1700    1.498305    0.001565    0.001043
    0.1720    1.498303    0.001566    0.001044
    0.1740    1.498300    0.001566    0.001044
    0.1760    1.498298    0.001567    0.001045
    0.1780    1.498295    0.001568    0.001045
    0.1800    1.498293    0.001569    0.001046
    0.1820    1.498291    0.001570    0.001046
    0.1840    1.498288    0.001570    0.001047
    0.1860    1.498286    0.001571    0.001047
    0.1880    1.498284    0.001572    0.001048
    0.1900    1.498281    0.001573    0.001048
    0.1920    1.498279    0.001574    0.001049
    0.1940    1.498277    0.001574    0.001050
    0.1960    1.498274    0.001575    0.001050
    0.1980    1.498272    0.001576    0.001051
    0.2000    1.498270    0.001577    0.001051
    0.2020    1.498267    0.001577    0.001052
    0.2040    1.498265    0.001578    0.001052
    0.2060    1.498262    0.001579    0.001053
    0.2080    1.498260    0.001580    0.001053
    0.2100    1.498258    0.001581    0.001054
    0.2120    1.498255    0.001581    0.001054
    0.2140    1.498253    0.001582    0.001055
    0.2160    1.498251    0.001583    0.001055
    0.2180    1.498248    0.001584    0.001056
    0.2200    1.498246    0.001585    0.001056
    0.2220    1.498243    0.001585    0.001057
    0.2240    1.498241    0.001586    0.001057
    0.2260    1.498239    0.001587    0.001058
    0.2280    1.498236    0.001588    0.001058
    0.2300    1.498234    0.001588    0.001059
    0.2320    1.498232    0.001589    0.001060
    0.2340    1.498229    0.001590    0.001060
    0.2360    1.498227    0.001591    0.001061
    0.2380    1.498224    0.001592    0.001061
    0.2400    1.498222    0.001592    0.001062
    0.2420    1.498220    0.001593    0.001062
    0.2440    1.498217    0.001594    0.001063
    0.2460    1.498215    0.001595    0.001063
    0.2480    1.498213    0.001596    0.001064
    0.2500    1.498210    0.001596    0.001064
    0.2520    1.498208    0.001597    0.001065
    0.2540    1.498205    0.001598    0.001065
    0.2560    1.498203    0.001599    0.001066
    0.2580    1.498201    0.001600    0.001066
    0.2600    1.498198    0.001600    0.001067
    0.2620    1.498196    0.001601    0.001067
    0.2640    1.498193    0.001602    0.001068
    0.2660    1.498191    0.001603    0.001069
    0.2680    1.498189    0.001604    0.001069
    0.2700    1.498186    0.001604    0.001070
    0.2720    1.498184    0.001605    0.001070
    0.2740    1.498181    0.001606    0.001071
    0.2760    1.498179    0.001607    0.001071
    0.2780    1.498177    0.001608    0.001072
    0.2800    1.498174    0.001608    0.001072
    0.2820    1.498172    0.001609    0.001073
    0.2840    1.498169    0.001610    0.001073
    0.2860    1.498167    0.001611    0.001074
    0.2880    1.498164    0.001612    0.001074
    0.2900    1.498162    0.001612    0.001075
    0.2920    1.498160    0.001613    0.001075
    0.2940    1.498157    0.001614    0.001076
    0.2960    1.498155    0.001615    0.001077
    0.2980    1.498152    0.001616    0.001077
    0.3000    1.498150    0.001616    0.001078
    0.3020    1.498148    0.001617    0.001078
    0.3040    1.498145    0.001618    0.001079
    0.3060    1.498143    0.001619    0.001079
    0.3080    1.498140    0.001620    0.001080
    0.3100    1.498138    0.001620    0.001080
    0.3120    1.498135    0.001621    0.001081
    0.3140    1.498133    0.001622    0.001081
    0.3160    1.498131    0.001623    0.001082
    0.3180    1.498128    0.001624    0.001082
    0.3200    1.498126    0.001624    0.001083
    0.3220    1.498123    0.001625    0.001084
    0.3240    1.498121    0.001626    0.001084
    0.3260    1.498118    0.001627    0.001085
    0.3280    1.498116    0.001628    0.001085
    0.3300    1.498113    0.001629    0.001086
    0.3320    1.498111    0.001629    0.001086
    0.3340    1.498109    0.001630    0.001087
    0.3360    1.498106    0.001631    0.001087
    0.3380    1.498104    0.001632    0.001088
    0.3400    1.498101    0.001633    0.001088
    0.3420    1.498099    0.001633    0.001089
    0.3440    1.498096    0.001634    0.001089
    0.3460    1.498094    0.001635    0.001090
    0.3480    1.498091    0.001636    0.001091
    0.3500    1.498089    0.001637    0.001091
    0.3520    1.498087    0.001637    0.001092
    0.3540    1.498084    0.001638    0.001092
    0.3560    1.498082    0.001639    0.001093
    0.3580    1.498079    0.001640    0.001093
    0.3600    1.498077    0.001641    0.001094
    0.3620    1.498074    0.001642    0.001094
    0.3640    1.498072    0.001642    0.001095
    0.3660    1.498069    0.001643    0.001095
    0.3680    1.498067    0.001644    0.001096
    0.3700    1.498064    0.001645    0.001097
    0.3720    1.498062    0.001646    0.001097
    0.3740    1.498060    0.001646    0.001098
    0.3760    1.498057    0.001647    0.001098
    0.3780    1.498055    0.001648    0.001099
    0.3800    1.498052    0.001649    0.001099
    0.3820    1.498050    0.001650    0.001100
    0.3840    1.498047    0.001651    0.001100
    0.3860    1.498045    0.001651    0.001101
    0.3880    1.498042    0.001652    0.001101
    0.3900    1.498040    0.001653    0.001102
    0.3920    1.498037    0.001654    0.001103
    0.3940    1.498035    0.001655    0.001103
    0.3960    1.498032    0.001656    0.001104
    0.3980    1.498030    0.001656    0.001104
    0.4000    1.498027    0.001657    0.001105
    0.4020    1.498025    0.001658    0.001105
    0.4040    1.498022    0.001659    0.001106
    0.4060    1.498020    0.001660    0.001106
    0.4080    1.498017    0.001660    0.001107
    0.4100    1.498015    0.001661    0.001108
    0.4120    1.498012    0.001662    0.001108
    0.4140    1.498010    0.001663    0.001109
    0.4160    1.498007    0.001664    0.001109
    0.4180    1.498005    0.001665    0.001110
    0.4200    1.498002    0.001665    0.001110
    0.4220    1.498000    0.001666    0.001111
    0.4240    1.497997    0.001667    0.001111
    0.4260    1.497995    0.001668    0.001112
    0.4280    1.497992    0.001669    0.001113
    0.4300    1.497990    0.001670    0.001113
    0.4320    1.497987    0.001670    0.001114
    0.4340    1.497985    0.001671    0.001114
    0.4360    1.497982    0.001672    0.001115
    0.4380    1.497980    0.001673    0.001115
    0.4400    1.497977    0.001674    0.001116
    0.4420    1.497975    0.001675    0.001116
    0.4440    1.497972    0.001675    0.001117
    0.4460    1.497970    0.001676    0.001118
    0.4480    1.497967    0.001677    0.001118
    0.4500    1.497965    0.001678    0.001119
    0.4520    1.497962    0.001679    0.001119
    0.4540    1.497960    0.001680    0.001120
    0.4560    1.497957    0.001680    0.001120
    0.4580    1.497955    0.001681    0.001121
    0.4600    1.497952    0.001682    0.001121
    0.4620    1.497950    0.001683    0.001122
    0.4640    1.497947    0.001684    0.001123
    0.4660    1.497945    0.001685    0.001123
    0.4680    1.497942    0.001685    0.001124
    0.4700    1.497940    0.001686    0.001124
    0.4720    1.497937    0.001687    0.001125
    0.4740    1.497935    0.001688    0.001125
    0.4760    1.497932    0.001689    0.001126
    0.4780    1.497930    0.001690    0.001126
    0.4800    1.497927    0.001691    0.001127
    0.4820    1.497925    0.001691    0.001128
    0.4840    1.497922    0.001692    0.001128
    0.4860    1.497919    0.001693    0.001129
    0.4880    1.497917    0.001694    0.001129
    0.4900    1.497914    0.001695    0.001130
    0.4920    1.497912    0.001696    0.001130
    0.4940    1.497909    0.001696    0.001131
    0.4960    1.497907    0.001697    0.001132
    0.4980    1.497904    0.001698    0.001132
    0.5000    1.497902    0.001699    0.001133
    0.5020    1.497899    0.001700    0.001133
    0.5040    1.497897    0.001701    0.001134
    0.5060    1.497894    0.001702    0.001134
    0.5080    1.497891    0.001702    0.001135
    0.5100    1.497889    0.001703    0.001135
    0.5120    1.497886    0.001704    0.001136
    0.5140    1.497884    0.001705    0.001137
    0.5160    1.497881    0.001706    0.001137
    0.5180    1.497879    0.001707    0.001138
    0.5200    1.497876    0.001707    0.001138
    0.5220    1.497874    0.001708    0.001139
    0.5240    1.497871    0.001709    0.001139
    0.5260    1.497868    0.001710    0.001140
    0.5280    1.497866    0.001711    0.001141
    0.5300    1.497863    0.001712    0.001141
    0.5320    1.497861    0.001713    0.001142
    0.5340    1.497858    0.001713    0.001142
    0.5360    1.497856    0.001714    0.001143
    0.5380    1.497853    0.001715    0.001143
    0.5400    1.497851    0.001716    0.001144
    0.5420    1.497848    0.001717    0.001145
    0.5440    1.497845    0.001718    0.001145
    0.5460    1.497843    0.001719    0.001146
    0.5480    1.497840    0.001719    0.001146
    0.5500    1.497838    0.001720    0.001147
    0.5520    1.497835    0.001721    0.001147
    0.5540    1.497833    0.001722    0.001148
    0.5560    1.497830    0.001723    0.001149
    0.5580    1.497827    0.001724    0.001149
    0.5600    1.497825    0.001725    0.001150
    0.5620    1.497822    0.001725    0.001150
    0.5640    1.497820    0.001726    0.001151
    0.5660    1.497817    0.001727    0.001151
    0.5680    1.497814    0.001728    0.001152
    0.5700    1.497812    0.001729    0.001153
    0.5720    1.497809    0.001730    0.001153
    0.5740    1.497807    0.001731    0.001154
    0.5760    1.497804    0.001731    0.001154
    0.5780    1.497801    0.001732    0.001155
    0.5800    1.497799    0.001733    0.001155
    0.5820    1.497796    0.001734    0.001156
    0.5840    1.497794    0.001735    0.001157
    0.5860    1.497791    0.001736    0.001157
    0.5880    1.497788    0.001737    0.001158
    0.5900    1.497786    0.001737    0.001158
    0.5920    1.497783    0.001738    0.001159
    0.5940    1.497781    0.001739    0.001159
    0.5960    1.497778    0.001740    0.001160
    0.5980    1.497775    0.001741    0.001161
    0.6000    1.497773    0.001742    0.001161
    0.6020    1.497770    0.001743    0.001162
    0.6040    1.497768    0.001744    0.001162
    0.6060    1.497765    0.001744    0.001163
    0.6080    1.497762    0.001745    0.001164
    0.6100    1.497760    0.001746    0.001164
    0.6120    1.497757    0.001747    0.001165
    0.6140    1.497755    0.001748    0.001165
    0.6160    1.497752    0.001749    0.001166
    0.6180    1.497749    0.001750    0.001166
    0.6200    1.497747    0.001750    0.001167
    0.6220    1.497744    0.001751    0.001168
    0.6240    1.497741    0.001752    0.001168
    0.6260    1.497739    0.001753    0.001169
    0.6280    1.497736    0.001754    0.001169
    0.6300    1.497734    0.001755    0.001170
    0.6320    1.497731    0.001756    0.001170
    0.6340    1.497728    0.001757    0.001171
    0.6360    1.497726    0.001757    0.001172
    0.6380    1.497723    0.001758    0.001172
    0.6400    1.497720    0.001759    0.001173
    0.6420    1.497718    0.001760    0.001173
    0.6440    1.497715    0.001761    0.001174
    0.6460    1.497712    0.001762    0.001175
    0.6480    1.497710    0.001763    0.001175
    0.6500    1.497707    0.001764    0.001176
    0.6520    1.497705    0.001764    0.001176
    0.6540    1.497702    0.001765    0.001177
    0.6560    1.497699    0.001766    0.001177
    0.6580    1.497697    0.001767    0.001178
    0.6600    1.497694    0.001768    0.001179
    0.6620    1.497691    0.001769    0.001179
    0.6640    1.497689    0.001770    0.001180
    0.6660    1.497686    0.001771    0.001180
    0.6680    1.497683    0.001772    0.001181
    0.6700    1.497681    0.001772    0.001182
    0.6720    1.497678    0.001773    0.001182
    0.6740    1.497675    0.001774    0.001183
    0.6760    1.497673    0.001775    0.001183
    0.6780    1.497670    0.001776    0.001184
    0.6800    1.497667    0.001777    0.001185
    0.6820    1.497665    0.001778    0.001185
    0.6840    1.497662    0.001779    0.001186
    0.6860    1.497659    0.001779    0.001186
    0.6880    1.497657    0.001780    0.001187
    0.6900    1.497654    0.001781    0.001187
    0.6920    1.497651    0.001782    0.001188
    0.6940    1.497649    0.001783    0.001189
    0.6960    1.497646    0.001784    0.001189
    0.6980    1.497643    0.001785    0.001190
    0.7000    1.497641    0.001786    0.001190
    0.7020    1.497638    0.001787    0.001191
    0.7040    1.497635    0.001787    0.001192
    0.7060    1.497633    0.001788    0.001192
    0.7080    1.497630    0.001789    0.001193
    0.7100    1.497627    0.001790    0.001193
    0.7120    1.497625    0.001791    0.001194
    0.7140    1.497622    0.001792    0.001195
    0.7160    1.497619    0.001793    0.001195
    0.7180    1.497617    0.001794    0.001196
    0.7200    1.497614    0.001795    0.001196
    0.7220    1.497611    0.001795    0.001197
    0.7240    1.497609    0.001796    0.001198
    0.7260    1.497606    0.001797    0.001198
    0.7280    1.497603    0.001798    0.001199
    0.7300    1.497601    0.001799    0.001199
    0.7320    1.497598    0.001800    0.001200
    0.7340    1.497595    0.001801    0.001201
    0.7360    1.497592    0.001802    0.001201
    0.7380    1.497590    0.001803    0.001202
    0.7400    1.497587    0.001804    0.001202
    0.7420    1.497584    0.001804    0.001203
    0.7440    1.497582    0.001805    0.001204
    0.7460    1.497579    0.001806    0.001204
    0.7480    1.497576    0.001807    0.001205
    0.7500    1.497574    0.001808    0.001205
    0.7520    1.497571    0.001809    0.001206
    0.7540    1.497568    0.001810    0.001207
    0.7560    1.497565    0.001811    0.001207
    0.7580    1.497563    0.001812    0.001208
    0.7600    1.497560    0.001813    0.001208
    0.7620    1.497557    0.001813    0.001209
    0.7640    1.497555    0.001814    0.001210
    0.7660    1.497552    0.001815    0.001210
    0.7680    1.497549    0.001816    0.001211
    0.7700    1.497546    0.001817    0.001211
    0.7720    1.497544    0.001818    0.001212
    0.7740    1.497541    0.001819    0.001213
    0.7760    1.497538    0.001820    0.001213
    0.7780    1.497535    0.001821    0.001214
    0.7800    1.497533    0.001822    0.001214
    0.7820    1.497530    0.001822    0.001215
    0.7840    1.497527    0.001823    0.001216
    0.7860    1.497525    0.001824    0.001216
    0.7880    1.497522    0.001825    0.001217
    0.7900    1.497519    0.001826    0.001217
    0.7920    1.497516    0.001827    0.001218
    0.7940    1.497514    0.001828    0.001219
    0.7960    1.497511    0.001829    0.001219
    0.7980    1.497508    0.001830    0.001220
    0.8000    1.497505    0.001831    0.001220
    0.8020    1.497503    0.001832    0.001221
    0.8040    1.497500    0.001832    0.001222
    0.8060    1.497497    0.001833    0.001222
    0.8080    1.497494    0.001834    0.001223
    0.8100    1.497492    0.001835    0.001223
    0.8120    1.497489    0.001836    0.001224
    0.8140    1.497486    0.001837    0.001225
    0.8160    1.497483    0.001838    0.001225
    0.8180    1.497481    0.001839    0.001226
    0.8200    1.497478    0.001840    0.001227
    0.8220    1.497475    0.001841    0.001227
    0.8240    1.497472    0.001842    0.001228
    0.8260    1.497470    0.001843    0.001228
    0.8280    1.497467    0.001843    0.001229
    0.8300    1.497464    0.001844    0.001230
    0.8320    1.497461    0.001845    0.001230
    0.8340    1.497459    0.001846    0.001231
    0.8360    1.497456    0.001847    0.001231
    0.8380    1.497453    0.001848    0.001232
    0.8400    1.497450    0.001849    0.001233
    0.8420    1.497448    0.001850    0.001233
    0.8440    1.497445    0.001851    0.001234
    0.8460    1.497442    0.001852    0.001234
    0.8480    1.497439    0.001853    0.001235
    0.8500    1.497436    0.001854    0.001236
    0.8520    1.497434    0.001854    0.001236
    0.8540    1.497431    0.001855    0.001237
    0.8560    1.497428    0.001856    0.001238
    0.8580    1.497425    0.001857    0.001238
    0.8600    1.497423    0.001858    0.001239
    0.8620    1.497420    0.001859    0.001239
    0.8640    1.497417    0.001860    0.001240
    0.8660    1.497414    0.001861    0.001241
    0.8680    1.497411    0.001862    0.001241
    0.8700    1.497409    0.001863    0.001242
    0.8720    1.497406    0.001864    0.001242
    0.8740    1.497403    0.001865    0.001243
    0.8760    1.497400    0.001866    0.001244
    0.8780    1.497397    0.001867    0.001244
    0.8800    1.497395    0.001867    0.001245
    0.8820    1.497392    0.001868    0.001246
    0.8840    1.497389    0.001869    0.001246
    0.8860    1.497386    0.001870    0.001247
    0.8880    1.497383    0.001871    0.001247
    0.8900    1.497381    0.001872    0.001248
    0.8920    1.497378    0.001873    0.001249
    0.8940    1.497375    0.001874    0.001249
    0.8960    1.497372    0.001875    0.001250
    0.8980    1.497369    0.001876    0.001251
    0.9000    1.497367    0.001877    0.001251
    0.9020    1.497364    0.001878    0.001252
    0.9040    1.497361    0.001879    0.001252
    0.9060    1.497358    0.001880    0.001253
    0.9080    1.497355    0.001880    0.001254
    0.9100    1.497353    0.001881    0.001254
    0.9120    1.497350    0.001882    0.001255
    0.9140    1.497347    0.001883    0.001256
    0.9160    1.497344    0.001884    0.001256
    0.9180    1.497341    0.001885    0.001257
    0.9200    1.497338    0.001886    0.001257
    0.9220    1.497336    0.001887    0.001258
    0.9240    1.497333    0.001888    0.001259
    0.9260    1.497330    0.001889    0.001259
    0.9280    1.497327    0.001890    0.001260
    0.9300    1.497324    0.001891    0.001261
    0.9320    1.497321    0.001892    0.001261
    0.9340    1.497319    0.001893    0.001262
    0.9360    1.497316    0.001894    0.001262
    0.9380    1.497313    0.001895    0.001263
    0.9400    1.497310    0.001896    0.001264
    0.9420    1.497307    0.001896    0.001264
    0.9440    1.497304    0.001897    0.001265
    0.9460    1.497302    0.001898    0.001266
    0.9480    1.497299    0.001899    0.001266
    0.9500    1.497296    0.001900    0.001267
    0.9520    1.497293    0.001901    0.001267
    0.9540    1.497290    0.001902    0.001268
    0.9560    1.497287    0.001903    0.001269
    0.9580    1.497285    0.001904    0.001269
    0.9600    1.497282    0.001905    0.001270
    0.9620    1.497279    0.001906    0.001271
    0.9640    1.497276    0.001907    0.001271
    0.9660    1.497273    0.001908    0.001272
    0.9680    1.497270    0.001909    0.001273
    0.9700    1.497267    0.001910    0.001273
    0.9720    1.497265    0.001911    0.001274
    0.9740    1.497262    0.001912    0.001274
    0.9760    1.497259    0.001913    0.001275
    0.9780    1.497256    0.001914    0.001276
    0.9800    1.497253    0.001914    0.001276
    0.9820    1.497250    0.001915    0.001277
    0.9840    1.497247    0.001916    0.001278
    0.9860    1.497244    0.001917    0.001278
    0.9880    1.497242    0.001918    0.001279
    0.9900    1.497239    0.001919    0.001279
    0.9920    1.497236    0.001920    0.001280
    0.9940    1.497233    0.001921    0.001281
    0.9960    1.497230    0.001922    0.001281
    0.9980    1.497227    0.001923    0.001282
    1.0000    1.497224    0.001924    0.001283
    1.0020    1.497221    0.001925    0.001283
    1.0040    1.497219    0.001926    0.001284
    1.0060    1.497216    0.001927    0.001285
    1.0080    1.497213    0.001928    0.001285
    1.0100    1.497210    0.001929    0.001286
    1.0120    1.497207    0.001930    0.001287
    1.0140    1.497204    0.001931    0.001287
    1.0160    1.497201    0.001932    0.001288
    1.0180    1.497198    0.001933    0.001288
    1.0200    1.497195    0.001934    0.001289
    1.0220    1.497193    0.001935    0.001290
    1.0240    1.497190    0.001936    0.001290
    1.0260    1.497187    0.001936    0.001291
    1.0280    1.497184    0.001937    0.001292
    1.0300    1.497181    0.001938    0.001292
    1.0320    1.497178    0.001939    0.001293
    1.0340    1.497175    0.001940    0.001294
    1.0360    1.497172    0.001941    0.001294
    1.0380    1.497169    0.001942    0.001295
    1.0400    1.497166    0.001943    0.001295
    1.0420    1.497164    0.001944    0.001296
    1.0440    1.497161    0.001945    0.001297
    1.0460    1.497158    0.001946    0.001297
    1.0480    1.497155    0.001947    0.001298
    1.0500    1.497152    0.001948    0.001299
    1.0520    1.497149    0.001949    0.001299
    1.0540    1.497146    0.001950    0.001300
    1.0560    1.497143    0.001951    0.001301
    1.0580    1.497140    0.001952    0.001301
    1.0600    1.497137    0.001953    0.001302
    1.0620    1.497134    0.001954    0.001303
    1.0640    1.497131    0.001955    0.001303
    1.0660    1.497128    0.001956    0.001304
    1.0680    1.497126    0.001957    0.001305
    1.0700    1.497123    0.001958    0.001305
    1.0720    1.497120    0.001959    0.001306
    1.0740    1.497117    0.001960    0.001306
    1.0760    1.497114    0.001961    0.001307
    1.0780    1.497111    0.001962    0.001308
    1.0800    1.497108    0.001963    0.001308
    1.0820    1.497105    0.001964    0.001309
    1.0840    1.497102    0.001965    0.001310
    1.0860    1.497099    0.001966    0.001310
    1.0880    1.497096    0.001967    0.001311
    1.0900    1.497093    0.001968    0.001312
    1.0920    1.497090    0.001969    0.001312
    1.0940    1.497087    0.001969    0.001313
    1.0960    1.497084    0.001970    0.001314
    1.0980    1.497081    0.001971    0.001314
    1.1000    1.497079    0.001972    0.001315
    1.1020    1.497076    0.001973    0.001316
    1.1040    1.497073    0.001974    0.001316
    1.1060    1.497070    0.001975    0.001317
    1.1080    1.497067    0.001976    0.001318
    1.1100    1.497064    0.001977    0.001318
    1.1120    1.497061    0.001978    0.001319
    1.1140    1.497058    0.001979    0.001320
    1.1160    1.497055    0.001980    0.001320
    1.1180    1.497052    0.001981    0.001321
    1.1200    1.497049    0.001982    0.001322
    1.1220    1.497046    0.001983    0.001322
    1.1240    1.497043    0.001984    0.001323
    1.1260    1.497040    0.001985    0.001323
    1.1280    1.497037    0.001986    0.001324
    1.1300    1.497034    0.001987    0.001325
    1.1320    1.497031    0.001988    0.001325
    1.1340    1.497028    0.001989    0.001326
    1.1360    1.497025    0.001990    0.001327
    1.1380    1.497022    0.001991    0.001327
    1.1400    1.497019    0.001992    0.001328
    1.1420    1.497016    0.001993    0.001329
    1.1440    1.497013    0.001994    0.001329
    1.1460    1.497010    0.001995    0.001330
    1.1480    1.497007    0.001996    0.001331
    1.1500    1.497004    0.001997    0.001331
    1.1520    1.497001    0.001998    0.001332
    1.1540    1.496998    0.001999    0.001333
    1.1560    1.496995    0.002000    0.001333
    1.1580    1.496992    0.002001    0.001334
    1.1600    1.496989    0.002002    0.001335
    1.1620    1.496986    0.002003    0.001335
    1.1640    1.496983    0.002004    0.001336
    1.1660    1.496980    0.002005    0.001337
    1.1680    1.496977    0.002006    0.001337
    1.1700    1.496974    0.002007    0.001338
    1.1720    1.496971    0.002008    0.001339
    1.1740    1.496968    0.002009    0.001339
    1.1760    1.496965    0.002010    0.001340
    1.1780    1.496962    0.002011    0.001341
    1.1800    1.496959    0.002012    0.001341
    1.1820    1.496956    0.002013    0.001342
    1.1840    1.496953    0.002014    0.001343
    1.1860    1.496950    0.002015    0.001343
    1.1880    1.496947    0.002016    0.001344
    1.1900    1.496944    0.002017    0.001345
    1.1920    1.496941    0.002018    0.001345
    1.1940    1.496938    0.002019    0.001346
    1.1960    1.496935    0.002020    0.001347
    1.1980    1.496932    0.002021    0.001347
    1.2000    1.496929    0.002022    0.001348
    1.2020    1.496926    0.002023    0.001349
    1.2040    1.496923    0.002024    0.001349
    1.2060    1.496920    0.002025    0.001350
    1.2080    1.496917    0.002026    0.001351
    1.2100    1.496914    0.002027    0.001351
    1.2120    1.496911    0.002028    0.001352
    1.2140    1.496908    0.002029    0.001353
    1.2160    1.496905    0.002030    0.001353
    1.2180    1.496902    0.002031    0.001354
    1.2200    1.496899    0.002032    0.001355
    1.2220    1.496896    0.002033    0.001355
    1.2240    1.496893    0.002034    0.001356
    1.2260    1.496890    0.002035    0.001357
    1.2280    1.496886    0.002036    0.001357
    1.2300    1.496883    0.002037    0.001358
    1.2320    1.496880    0.002038    0.001359
    1.2340    1.496877    0.002039    0.001359
    1.2360    1.496874    0.002040    0.001360
    1.2380    1.496871    0.002041    0.001361
    1.2400    1.496868    0.002042    0.001362
    1.2420    1.496865    0.002043    0.001362
    1.2440    1.496862    0.002044    0.001363
    1.2460    1.496859    0.002045    0.001364
    1.2480    1.496856    0.002046    0.001364
    1.2500    1.496853    0.002047    0.001365
    1.2520    1.496850    0.002048    0.001366
    1.2540    1.496847    0.002049    0.001366
    1.2560    1.496844    0.002050    0.001367
    1.2580    1.496841    0.002051    0.001368
    1.2600    1.496838    0.002052    0.001368
    1.2620    1.496834    0.002053    0.001369
    1.2640    1.496831    0.002054    0.001370
    1.2660    1.496828    0.002055    0.001370
    1.2680    1.496825    0.002057    0.001371
    1.2700    1.496822    0.002058    0.001372
    1.2720    1.496819    0.002059    0.001372
    1.2740    1.496816    0.002060    0.001373
    1.2760    1.496813    0.002061    0.001374
    1.2780    1.496810    0.002062    0.001374
    1.2800    1.496807    0.002063    0.001375
    1.2820    1.496804    0.002064    0.001376
    1.2840    1.496801    0.002065    0.001376
    1.2860    1.496797    0.002066    0.001377
    1.2880    1.496794    0.002067    0.001378
    1.2900    1.496791    0.002068    0.001379
    1.2920    1.496788    0.002069    0.001379
    1.2940    1.496785    0.002070    0.001380
    1.2960    1.496782    0.002071    0.001381
    1.2980    1.496779    0.002072    0.001381
    1.3000    1.496776    0.002073    0.001382
    1.3020    1.496773    0.002074    0.001383
    1.3040    1.496770    0.002075    0.001383
    1.3060    1.496766    0.002076    0.001384
    1.3080    1.496763    0.002077    0.001385
    1.3100    1.496760    0.002078    0.001385
    1.3120    1.496757    0.002079    0.001386
    1.3140    1.496754    0.002080    0.001387
    1.3160    1.496751    0.002081    0.001387
    1.3180    1.496748    0.002082    0.001388
    1.3200    1.496745    0.002083    0.001389
    1.3220    1.496742    0.002084    0.001390
    1.3240    1.496738    0.002085    0.001390
    1.3260    1.496735    0.002086    0.001391
    1.3280    1.496732    0.002087    0.001392
