!    time (d)     u          v      prev (=I0/S0)
   20.1000    0.008843    2.961394    0.296139
   20.1100    0.008816    2.958461    0.295846
   20.1200    0.008790    2.955530    0.295553
   20.1300    0.008764    2.952601    0.295260
   20.1400    0.008739    2.949676    0.294968
   20.1500    0.008713    2.946754    0.294675
   20.1600    0.008687    2.943834    0.294383
   20.1700    0.008662    2.940917    0.294092
   20.1800    0.008636    2.938003    0.293800
   20.1900    0.008611    2.935092    0.293509
   20.2000    0.008586    2.932183    0.293218
   20.2100    0.008561    2.929278    0.292928
   20.2200    0.008536    2.926375    0.292638
   20.2300    0.008511    2.923475    0.292348
   20.2400    0.008486    2.920578    0.292058
   20.2500    0.008461    2.917683    0.291768
   20.2600    0.008437    2.914792    0.291479
   20.2700    0.008412    2.911903    0.291190
   20.2800    0.008388    2.909017    0.290902
   20.2900    0.008363    2.906134    0.290613
   20.3000    0.008339    2.903253    0.290325
   20.3100    0.008315    2.900376    0.290038
   20.3200    0.008291    2.897501    0.289750
   20.3300    0.008267    2.894629    0.289463
   20.3400    0.008243    2.891760    0.289176
   20.3500    0.008219    2.888893    0.288889
   20.3600    0.008195    2.886029    0.288603
   20.3700    0.008172    2.883168    0.288317
   20.3800    0.008148    2.880310    0.288031
   20.3900    0.008125    2.877455    0.287745
   20.4000    0.008101    2.874602    0.287460
   20.4100    0.008078    2.871752    0.287175
   20.4200    0.008055    2.868905    0.286890
   20.4300    0.008032    2.866060    0.286606
   20.4400    0.008009    2.863219    0.286322
   20.4500    0.007986    2.860380    0.286038
   20.4600    0.007963    2.857544    0.285754
   20.4700    0.007941    2.854710    0.285471
   20.4800    0.007918    2.851879    0.285188
   20.4900    0.007895    2.849052    0.284905
   20.5000    0.007873    2.846226    0.284623
   20.5100    0.007851    2.843404    0.284340
   20.5200    0.007828    2.840584    0.284058
   20.5300    0.007806    2.837767    0.283777
   20.5400    0.007784    2.834953    0.283495
   20.5500    0.007762    2.832141    0.283214
   20.5600    0.007740    2.829333    0.282933
   20.5700    0.007718    2.826527    0.282653
   20.5800    0.007696    2.823723    0.282372
   20.5900    0.007675    2.820923    0.282092
   20.6000    0.007653    2.818125    0.281812
   20.6100    0.007632    2.815329    0.281533
   20.6200    0.007610    2.812537    0.281254
   20.6300    0.007589    2.809747    0.280975
   20.6400    0.007568    2.806960    0.280696
   20.6500    0.007546    2.804176    0.280418
   20.6600    0.007525    2.801394    0.280139
   20.6700    0.007504    2.798615    0.279862
   20.6800    0.007483    2.795839    0.279584
   20.6900    0.007462    2.793065    0.279307
   20.7000    0.007442    2.790294    0.279029
   20.7100    0.007421    2.787526    0.278753
   20.7200    0.007400    2.784761    0.278476
   20.7300    0.007380    2.781998    0.278200
   20.7400    0.007359    2.779238    0.277924
   20.7500    0.007339    2.776480    0.277648
   20.7600    0.007318    2.773726    0.277373
   20.7700    0.007298    2.770974    0.277097
   20.7800    0.007278    2.768224    0.276822
   20.7900    0.007258    2.765477    0.276548
   20.8000    0.007238    2.762733    0.276273
   20.8100    0.007218    2.759992    0.275999
   20.8200    0.007198    2.757253    0.275725
   20.8300    0.007178    2.754517    0.275452
   20.8400    0.007158    2.751784    0.275178
   20.8500    0.007139    2.749053    0.274905
   20.8600    0.007119    2.746325    0.274632
   20.8700    0.007100    2.743599    0.274360
   20.8800    0.007080    2.740877    0.274088
   20.8900    0.007061    2.738156    0.273816
   20.9000    0.007041    2.735439    0.273544
   20.9100    0.007022    2.732724    0.273272
   20.9200    0.007003    2.730012    0.273001
   20.9300    0.006984    2.727302    0.272730
   20.9400    0.006965    2.724595    0.272460
   20.9500    0.006946    2.721891    0.272189
   20.9600    0.006927    2.719189    0.271919
   20.9700    0.006908    2.716490    0.271649
   20.9800    0.006890    2.713794    0.271379
   20.9900    0.006871    2.711100    0.271110
   21.0000    0.006852    2.708409    0.270841
   21.0100    0.006834    2.705720    0.270572
   21.0200    0.006815    2.703035    0.270303
   21.0300    0.006797    2.700351    0.270035
   21.0400    0.006779    2.697671    0.269767
   21.0500    0.006760    2.694992    0.269499
   21.0600    0.006742    2.692317    0.269232
   21.0700    0.006724    2.689644    0.268964
   21.0800    0.006706    2.686974    0.268697
   21.0900    0.006688    2.684306    0.268431
   21.1000    0.006670    2.681641    0.268164
   21.1100    0.006652    2.678979    0.267898
   21.1200    0.006635    2.676319    0.267632
   21.1300    0.006617    2.673662    0.267366
   21.1400    0.006599    2.671007    0.267101
   21.1500    0.006582    2.668355    0.266835
   21.1600    0.006564    2.665705    0.266571
   21.1700    0.006547    2.663058    0.266306
   21.1800    0.006529    2.660414    0.266041
   21.1900    0.006512    2.657772    0.265777
   21.2000    0.006495    2.655133    0.265513
   21.2100    0.006477    2.652497    0.265250
   21.2200    0.006460    2.649863    0.264986
   21.2300    0.006443    2.647231    0.264723
   21.2400    0.006426    2.644602    0.264460
   21.2500    0.006409    2.641976    0.264198
   21.2600    0.006392    2.639352    0.263935
   21.2700    0.006375    2.636731    0.263673
   21.2800    0.006359    2.634112    0.263411
   21.2900    0.006342    2.631496    0.263150
   21.3000    0.006325    2.628883    0.262888
   21.3100    0.006309    2.626272    0.262627
   21.3200    0.006292    2.623663    0.262366
   21.3300    0.006276    2.621057    0.262106
   21.3400    0.006259    2.618454    0.261845
   21.3500    0.006243    2.615853    0.261585
   21.3600    0.006227    2.613255    0.261325
   21.3700    0.006210    2.610659    0.261066
   21.3800    0.006194    2.608066    0.260807
   21.3900    0.006178    2.605475    0.260548
   21.4000    0.006162    2.602887    0.260289
   21.4100    0.006146    2.600302    0.260030
   21.4200    0.006130    2.597719    0.259772
   21.4300    0.006114    2.595138    0.259514
   21.4400    0.006098    2.592560    0.259256
   21.4500    0.006082    2.589985    0.258998
   21.4600    0.006067    2.587412    0.258741
   21.4700    0.006051    2.584841    0.258484
   21.4800    0.006035    2.582273    0.258227
   21.4900    0.006020    2.579708    0.257971
   21.5000    0.006004    2.577145    0.257714
   21.5100    0.005989    2.574584    0.257458
   21.5200    0.005974    2.572027    0.257203
   21.5300    0.005958    2.569471    0.256947
   21.5400    0.005943    2.566918    0.256692
   21.5500    0.005928    2.564368    0.256437
   21.5600    0.005913    2.561820    0.256182
   21.5700    0.005897    2.559274    0.255927
   21.5800    0.005882    2.556732    0.255673
   21.5900    0.005867    2.554191    0.255419
   21.6000    0.005852    2.551653    0.255165
   21.6100    0.005837    2.549118    0.254912
   21.6200    0.005823    2.546585    0.254658
   21.6300    0.005808    2.544054    0.254405
   21.6400    0.005793    2.541526    0.254153
   21.6500    0.005778    2.539001    0.253900
   21.6600    0.005764    2.536477    0.253648
   21.6700    0.005749    2.533957    0.253396
   21.6800    0.005735    2.531439    0.253144
   21.6900    0.005720    2.528923    0.252892
   21.7000    0.005706    2.526410    0.252641
   21.7100    0.005691    2.523899    0.252390
   21.7200    0.005677    2.521391    0.252139
   21.7300    0.005663    2.518885    0.251888
   21.7400    0.005648    2.516381    0.251638
   21.7500    0.005634    2.513880    0.251388
   21.7600    0.005620    2.511382    0.251138
   21.7700    0.005606    2.508886    0.250889
   21.7800    0.005592    2.506392    0.250639
   21.7900    0.005578    2.503901    0.250390
   21.8000    0.005564    2.501412    0.250141
   21.8100    0.005550    2.498926    0.249893
   21.8200    0.005536    2.496442    0.249644
   21.8300    0.005522    2.493961    0.249396
   21.8400    0.005509    2.491482    0.249148
   21.8500    0.005495    2.489005    0.248901
   21.8600    0.005481    2.486531    0.248653
   21.8700    0.005468    2.484060    0.248406
   21.8800    0.005454    2.481590    0.248159
   21.8900    0.005441    2.479124    0.247912
   21.9000    0.005427    2.476659    0.247666
   21.9100    0.005414    2.474197    0.247420
   21.9200    0.005400    2.471737    0.247174
   21.9300    0.005387    2.469280    0.246928
   21.9400    0.005374    2.466826    0.246683
   21.9500    0.005361    2.464373    0.246437
   21.9600    0.005347    2.461923    0.246192
   21.9700    0.005334    2.459476    0.245948
   21.9800    0.005321    2.457030    0.245703
   21.9900    0.005308    2.454588    0.245459
   22.0000    0.005295    2.452147    0.245215
   22.0100    0.005282    2.449709    0.244971
   22.0200    0.005269    2.447274    0.244727
   22.0300    0.005256    2.444841    0.244484
   22.0400    0.005244    2.442410    0.244241
   22.0500    0.005231    2.439981    0.243998
   22.0600    0.005218    2.437555    0.243756
   22.0700    0.005205    2.435132    0.243513
   22.0800    0.005193    2.432710    0.243271
   22.0900    0.005180    2.430292    0.243029
   22.1000    0.005167    2.427875    0.242788
   22.1100    0.005155    2.425461    0.242546
   22.1200    0.005142    2.423049    0.242305
   22.1300    0.005130    2.420640    0.242064
   22.1400    0.005118    2.418233    0.241823
   22.1500    0.005105    2.415828    0.241583
   22.1600    0.005093    2.413426    0.241343
   22.1700    0.005081    2.411026    0.241103
   22.1800    0.005068    2.408628    0.240863
   22.1900    0.005056    2.406233    0.240623
   22.2000    0.005044    2.403840    0.240384
   22.2100    0.005032    2.401450    0.240145
   22.2200    0.005020    2.399061    0.239906
   22.2300    0.005008    2.396675    0.239668
   22.2400    0.004996    2.394292    0.239429
   22.2500    0.004984    2.391911    0.239191
   22.2600    0.004972    2.389532    0.238953
   22.2700    0.004960    2.387156    0.238716
   22.2800    0.004948    2.384781    0.238478
   22.2900    0.004937    2.382410    0.238241
   22.3000    0.004925    2.380040    0.238004
   22.3100    0.004913    2.377673    0.237767
   22.3200    0.004902    2.375308    0.237531
   22.3300    0.004890    2.372946    0.237295
   22.3400    0.004878    2.370585    0.237059
   22.3500    0.004867    2.368228    0.236823
   22.3600    0.004855    2.365872    0.236587
   22.3700    0.004844    2.363519    0.236352
   22.3800    0.004832    2.361168    0.236117
   22.3900    0.004821    2.358819    0.235882
   22.4000    0.004810    2.356473    0.235647
   22.4100    0.004798    2.354129    0.235413
   22.4200    0.004787    2.351787    0.235179
   22.4300    0.004776    2.349448    0.234945
   22.4400    0.004765    2.347111    0.234711
   22.4500    0.004753    2.344776    0.234478
   22.4600    0.004742    2.342444    0.234244
   22.4700    0.004731    2.340113    0.234011
   22.4800    0.004720    2.337785    0.233779
   22.4900    0.004709    2.335460    0.233546
   22.5000    0.004698    2.333137    0.233314
   22.5100    0.004687    2.330816    0.233082
   22.5200    0.004676    2.328497    0.232850
   22.5300    0.004665    2.326180    0.232618
   22.5400    0.004655    2.323866    0.232387
   22.5500    0.004644    2.321554    0.232155
   22.5600    0.004633    2.319245    0.231924
   22.5700    0.004622    2.316937    0.231694
   22.5800    0.004612    2.314632    0.231463
   22.5900    0.004601    2.312329    0.231233
   22.6000    0.004590    2.310029    0.231003
   22.6100    0.004580    2.307730    0.230773
   22.6200    0.004569    2.305434    0.230543
   22.6300    0.004559    2.303141    0.230314
   22.6400    0.004548    2.300849    0.230085
   22.6500    0.004538    2.298560    0.229856
   22.6600    0.004527    2.296273    0.229627
   22.6700    0.004517    2.293988    0.229399
   22.6800    0.004507    2.291706    0.229171
   22.6900    0.004496    2.289425    0.228943
   22.7000    0.004486    2.287147    0.228715
   22.7100    0.004476    2.284872    0.228487
   22.7200    0.004466    2.282598    0.228260
   22.7300    0.004455    2.280327    0.228033
   22.7400    0.004445    2.278058    0.227806
   22.7500    0.004435    2.275791    0.227579
   22.7600    0.004425    2.273526    0.227353
   22.7700    0.004415    2.271264    0.227126
   22.7800    0.004405    2.269004    0.226900
   22.7900    0.004395    2.266746    0.226675
   22.8000    0.004385    2.264490    0.226449
   22.8100    0.004375    2.262237    0.226224
   22.8200    0.004365    2.259986    0.225999
   22.8300    0.004355    2.257737    0.225774
   22.8400    0.004346    2.255490    0.225549
   22.8500    0.004336    2.253245    0.225325
   22.8600    0.004326    2.251003    0.225100
   22.8700    0.004316    2.248763    0.224876
   22.8800    0.004307    2.246525    0.224652
   22.8900    0.004297    2.244289    0.224429
   22.9000    0.004287    2.242055    0.224206
   22.9100    0.004278    2.239824    0.223982
   22.9200    0.004268    2.237595    0.223759
   22.9300    0.004259    2.235368    0.223537
   22.9400    0.004249    2.233143    0.223314
   22.9500    0.004240    2.230921    0.223092
   22.9600    0.004230    2.228700    0.222870
   22.9700    0.004221    2.226482    0.222648
   22.9800    0.004211    2.224266    0.222427
   22.9900    0.004202    2.222052    0.222205
   23.0000    0.004193    2.219841    0.221984
   23.0100    0.004184    2.217631    0.221763
   23.0200    0.004174    2.215424    0.221542
   23.0300    0.004165    2.213219    0.221322
   23.0400    0.004156    2.211016    0.221102
   23.0500    0.004147    2.208815    0.220882
   23.0600    0.004138    2.206617    0.220662
   23.0700    0.004128    2.204420    0.220442
   23.0800    0.004119    2.202226    0.220223
   23.0900    0.004110    2.200034    0.220003
   23.1000    0.004101    2.197844    0.219784
   23.1100    0.004092    2.195656    0.219566
   23.1200    0.004083    2.193471    0.219347
   23.1300    0.004074    2.191287    0.219129
   23.1400    0.004065    2.189106    0.218911
   23.1500    0.004057    2.186927    0.218693
   23.1600    0.004048    2.184750    0.218475
   23.1700    0.004039    2.182575    0.218258
   23.1800    0.004030    2.180402    0.218040
   23.1900    0.004021    2.178232    0.217823
   23.2000    0.004013    2.176063    0.217606
   23.2100    0.004004    2.173897    0.217390
   23.2200    0.003995    2.171733    0.217173
   23.2300    0.003986    2.169571    0.216957
   23.2400    0.003978    2.167411    0.216741
   23.2500    0.003969    2.165254    0.216525
   23.2600    0.003961    2.163098    0.216310
   23.2700    0.003952    2.160944    0.216094
   23.2800    0.003944    2.158793    0.215879
   23.2900    0.003935    2.156644    0.215664
   23.3000    0.003927    2.154497    0.215450
   23.3100    0.003918    2.152352    0.215235
   23.3200    0.003910    2.150209    0.215021
   23.3300    0.003901    2.148068    0.214807
   23.3400    0.003893    2.145930    0.214593
   23.3500    0.003885    2.143793    0.214379
   23.3600    0.003876    2.141659    0.214166
   23.3700    0.003868    2.139526    0.213953
   23.3800    0.003860    2.137396    0.213740
   23.3900    0.003851    2.135268    0.213527
   23.4000    0.003843    2.133142    0.213314
   23.4100    0.003835    2.131018    0.213102
   23.4200    0.003827    2.128896    0.212890
   23.4300    0.003819    2.126777    0.212678
   23.4400    0.003811    2.124659    0.212466
   23.4500    0.003803    2.122544    0.212254
   23.4600    0.003795    2.120430    0.212043
   23.4700    0.003787    2.118319    0.211832
   23.4800    0.003779    2.116210    0.211621
   23.4900    0.003771    2.114102    0.211410
   23.5000    0.003763    2.111997    0.211200
   23.5100    0.003755    2.109894    0.210989
   23.5200    0.003747    2.107793    0.210779
   23.5300    0.003739    2.105694    0.210569
   23.5400    0.003731    2.103598    0.210360
   23.5500    0.003723    2.101503    0.210150
   23.5600    0.003715    2.099410    0.209941
   23.5700    0.003708    2.097320    0.209732
   23.5800    0.003700    2.095231    0.209523
   23.5900    0.003692    2.093145    0.209314
   23.6000    0.003684    2.091060    0.209106
   23.6100    0.003677    2.088978    0.208898
   23.6200    0.003669    2.086898    0.208690
   23.6300    0.003661    2.084820    0.208482
   23.6400    0.003654    2.082743    0.208274
   23.6500    0.003646    2.080669    0.208067
   23.6600    0.003639    2.078597    0.207860
   23.6700    0.003631    2.076527    0.207653
   23.6800    0.003623    2.074459    0.207446
   23.6900    0.003616    2.072393    0.207239
   23.7000    0.003608    2.070329    0.207033
   23.7100    0.003601    2.068268    0.206827
   23.7200    0.003594    2.066208    0.206621
   23.7300    0.003586    2.064150    0.206415
   23.7400    0.003579    2.062094    0.206209
   23.7500    0.003571    2.060041    0.206004
   23.7600    0.003564    2.057989    0.205799
   23.7700    0.003557    2.055939    0.205594
   23.7800    0.003549    2.053892    0.205389
   23.7900    0.003542    2.051846    0.205185
   23.8000    0.003535    2.049803    0.204980
   23.8100    0.003528    2.047761    0.204776
   23.8200    0.003520    2.045721    0.204572
   23.8300    0.003513    2.043684    0.204368
   23.8400    0.003506    2.041648    0.204165
   23.8500    0.003499    2.039615    0.203961
   23.8600    0.003492    2.037584    0.203758
   23.8700    0.003485    2.035554    0.203555
   23.8800    0.003478    2.033527    0.203353
   23.8900    0.003471    2.031501    0.203150
   23.9000    0.003464    2.029478    0.202948
   23.9100    0.003456    2.027456    0.202746
   23.9200    0.003449    2.025437    0.202544
   23.9300    0.003443    2.023419    0.202342
   23.9400    0.003436    2.021404    0.202140
   23.9500    0.003429    2.019390    0.201939
   23.9600    0.003422    2.017379    0.201738
   23.9700    0.003415    2.015369    0.201537
   23.9800    0.003408    2.013362    0.201336
   23.9900    0.003401    2.011356    0.201136
   24.0000    0.003394    2.009353    0.200935
   24.0100    0.003387    2.007351    0.200735
   24.0200    0.003381    2.005352    0.200535
   24.0300    0.003374    2.003354    0.200335
   24.0400    0.003367    2.001359    0.200136
   24.0500    0.003360    1.999365    0.199937
   24.0600    0.003354    1.997373    0.199737
   24.0700    0.003347    1.995384    0.199538
   24.0800    0.003340    1.993396    0.199340
   24.0900    0.003334    1.991410    0.199141
   24.1000    0.003327    1.989426    0.198943
   24.1100    0.003320    1.987445    0.198744
   24.1200    0.003314    1.985465    0.198546
   24.1300    0.003307    1.983487    0.198349
   24.1400    0.003301    1.981511    0.198151
   24.1500    0.003294    1.979537    0.197954
   24.1600    0.003288    1.977565    0.197756
   24.1700    0.003281    1.975595    0.197559
   24.1800    0.003275    1.973627    0.197363
   24.1900    0.003268    1.971660    0.197166
   24.2000    0.003262    1.969696    0.196970
   24.2100    0.003255    1.967734    0.196773
   24.2200    0.003249    1.965773    0.196577
   24.2300    0.003243    1.963815    0.196382
   24.2400    0.003236    1.961859    0.196186
   24.2500    0.003230    1.959904    0.195990
   24.2600    0.003224    1.957951    0.195795
   24.2700    0.003217    1.956001    0.195600
   24.2800    0.003211    1.954052    0.195405
   24.2900    0.003205    1.952105    0.195211
   24.3000    0.003199    1.950160    0.195016
   24.3100    0.003192    1.948217    0.194822
   24.3200    0.003186    1.946276    0.194628
   24.3300    0.003180    1.944337    0.194434
   24.3400    0.003174    1.942400    0.194240
   24.3500    0.003168    1.940465    0.194046
   24.3600    0.003161    1.938531    0.193853
   24.3700    0.003155    1.936600    0.193660
   24.3800    0.003149    1.934670    0.193467
   24.3900    0.003143    1.932743    0.193274
   24.4000    0.003137    1.930817    0.193082
   24.4100    0.003131    1.928893    0.192889
   24.4200    0.003125    1.926971    0.192697
   24.4300    0.003119    1.925051    0.192505
   24.4400    0.003113    1.923133    0.192313
   24.4500    0.003107    1.921217    0.192122
   24.4600    0.003101    1.919303    0.191930
   24.4700    0.003095    1.917390    0.191739
   24.4800    0.003089    1.915480    0.191548
   24.4900    0.003083    1.913571    0.191357
   24.5000    0.003077    1.911665    0.191166
   24.5100    0.003072    1.909760    0.190976
   24.5200    0.003066    1.907857    0.190786
   24.5300    0.003060    1.905956    0.190596
   24.5400    0.003054    1.904056    0.190406
   24.5500    0.003048    1.902159    0.190216
   24.5600    0.003042    1.900264    0.190026
   24.5700    0.003037    1.898370    0.189837
   24.5800    0.003031    1.896479    0.189648
   24.5900    0.003025    1.894589    0.189459
   24.6000    0.003019    1.892701    0.189270
   24.6100    0.003014    1.890815    0.189081
   24.6200    0.003008    1.888931    0.188893
   24.6300    0.003002    1.887048    0.188705
   24.6400    0.002997    1.885168    0.188517
   24.6500    0.002991    1.883289    0.188329
   24.6600    0.002985    1.881413    0.188141
   24.6700    0.002980    1.879538    0.187954
   24.6800    0.002974    1.877665    0.187766
   24.6900    0.002969    1.875794    0.187579
   24.7000    0.002963    1.873924    0.187392
   24.7100    0.002958    1.872057    0.187206
   24.7200    0.002952    1.870191    0.187019
   24.7300    0.002946    1.868327    0.186833
   24.7400    0.002941    1.866466    0.186647
   24.7500    0.002936    1.864605    0.186461
   24.7600    0.002930    1.862747    0.186275
   24.7700    0.002925    1.860891    0.186089
   24.7800    0.002919    1.859036    0.185904
   24.7900    0.002914    1.857184    0.185718
   24.8000    0.002908    1.855333    0.185533
   24.8100    0.002903    1.853484    0.185348
   24.8200    0.002898    1.851637    0.185164
   24.8300    0.002892    1.849791    0.184979
   24.8400    0.002887    1.847948    0.184795
   24.8500    0.002882    1.846106    0.184611
   24.8600    0.002876    1.844266    0.184427
   24.8700    0.002871    1.842428    0.184243
   24.8800    0.002866    1.840592    0.184059
   24.8900    0.002860    1.838757    0.183876
   24.9000    0.002855    1.836925    0.183692
   24.9100    0.002850    1.835094    0.183509
   24.9200    0.002845    1.833265    0.183327
   24.9300    0.002839    1.831438    0.183144
   24.9400    0.002834    1.829613    0.182961
   24.9500    0.002829    1.827789    0.182779
   24.9600    0.002824    1.825967    0.182597
   24.9700    0.002819    1.824148    0.182415
   24.9800    0.002814    1.822329    0.182233
   24.9900    0.002809    1.820513    0.182051
   25.0000    0.002803    1.818699    0.181870
   25.0100    0.002798    1.816886    0.181689
   25.0200    0.002793    1.815075    0.181508
   25.0300    0.002788    1.813266    0.181327
   25.0400    0.002783    1.811459    0.181146
   25.0500    0.002778    1.809653    0.180965
   25.0600    0.002773    1.807849    0.180785
   25.0700    0.002768    1.806047    0.180605
   25.0800    0.002763    1.804247    0.180425
   25.0900    0.002758    1.802449    0.180245
   25.1000    0.002753    1.800652    0.180065
   25.1100    0.002748    1.798857    0.179886
   25.1200    0.002743    1.797064    0.179706
   25.1300    0.002738    1.795273    0.179527
   25.1400    0.002733    1.793484    0.179348
   25.1500    0.002729    1.791696    0.179170
   25.1600    0.002724    1.789910    0.178991
   25.1700    0.002719    1.788126    0.178813
   25.1800    0.002714    1.786344    0.178634
   25.1900    0.002709    1.784563    0.178456
   25.2000    0.002704    1.782784    0.178278
   25.2100    0.002699    1.781007    0.178101
   25.2200    0.002695    1.779232    0.177923
   25.2300    0.002690    1.777458    0.177746
   25.2400    0.002685    1.775686    0.177569
   25.2500    0.002680    1.773916    0.177392
   25.2600    0.002676    1.772148    0.177215
   25.2700    0.002671    1.770382    0.177038
   25.2800    0.002666    1.768617    0.176862
   25.2900    0.002661    1.766854    0.176685
   25.3000    0.002657    1.765092    0.176509
   25.3100    0.002652    1.763333    0.176333
   25.3200    0.002647    1.761575    0.176158
   25.3300    0.002643    1.759819    0.175982
   25.3400    0.002638    1.758065    0.175806
   25.3500    0.002633    1.756312    0.175631
   25.3600    0.002629    1.754561    0.175456
   25.3700    0.002624    1.752812    0.175281
   25.3800    0.002620    1.751065    0.175107
   25.3900    0.002615    1.749319    0.174932
   25.4000    0.002610    1.747576    0.174758
   25.4100    0.002606    1.745833    0.174583
   25.4200    0.002601    1.744093    0.174409
   25.4300    0.002597    1.742354    0.174235
   25.4400    0.002592    1.740617    0.174062
   25.4500    0.002588    1.738882    0.173888
   25.4600    0.002583    1.737149    0.173715
   25.4700    0.002579    1.735417    0.173542
   25.4800    0.002574    1.733687    0.173369
   25.4900    0.002570    1.731958    0.173196
   25.5000    0.002565    1.730232    0.173023
   25.5100    0.002561    1.728507    0.172851
   25.5200    0.002557    1.726783    0.172678
   25.5300    0.002552    1.725062    0.172506
   25.5400    0.002548    1.723342    0.172334
   25.5500    0.002543    1.721624    0.172162
   25.5600    0.002539    1.719908    0.171991
   25.5700    0.002535    1.718193    0.171819
   25.5800    0.002530    1.716480    0.171648
   25.5900    0.002526    1.714769    0.171477
   25.6000    0.002522    1.713059    0.171306
   25.6100    0.002517    1.711351    0.171135
   25.6200    0.002513    1.709645    0.170965
   25.6300    0.002509    1.707941    0.170794
   25.6400    0.002504    1.706238    0.170624
   25.6500    0.002500    1.704537    0.170454
   25.6600    0.002496    1.702837    0.170284
   25.6700    0.002492    1.701139    0.170114
   25.6800    0.002487    1.699443    0.169944
   25.6900    0.002483    1.697749    0.169775
   25.7000    0.002479    1.696056    0.169606
   25.7100    0.002475    1.694365    0.169437
   25.7200    0.002471    1.692676    0.169268
   25.7300    0.002466    1.690988    0.169099
   25.7400    0.002462    1.689302    0.168930
   25.7500    0.002458    1.687618    0.168762
   25.7600    0.002454    1.685935    0.168594
   25.7700    0.002450    1.684254    0.168425
   25.7800    0.002446    1.682575    0.168258
   25.7900    0.002442    1.680897    0.168090
   25.8000    0.002438    1.679222    0.167922
   25.8100    0.002433    1.677547    0.167755
   25.8200    0.002429    1.675875    0.167587
   25.8300    0.002425    1.674204    0.167420
   25.8400    0.002421    1.672534    0.167253
   25.8500    0.002417    1.670867    0.167087
   25.8600    0.002413    1.669201    0.166920
   25.8700    0.002409    1.667536    0.166754
   25.8800    0.002405    1.665874    0.166587
   25.8900    0.002401    1.664213    0.166421
   25.9000    0.002397    1.662553    0.166255
   25.9100    0.002393    1.660895    0.166090
   25.9200    0.002389    1.659239    0.165924
   25.9300    0.002385    1.657585    0.165758
   25.9400    0.002381    1.655932    0.165593
   25.9500    0.002377    1.654281    0.165428
   25.9600    0.002373    1.652631    0.165263
   25.9700    0.002370    1.650983    0.165098
   25.9800    0.002366    1.649337    0.164934
   25.9900    0.002362    1.647693    0.164769
   26.0000    0.002358    1.646050    0.164605
   26.0100    0.002354    1.644408    0.164441
   26.0200    0.002350    1.642769    0.164277
   26.0300    0.002346    1.641130    0.164113
   26.0400    0.002342    1.639494    0.163949
   26.0500    0.002339    1.637859    0.163786
   26.0600    0.002335    1.636226    0.163623
   26.0700    0.002331    1.634594    0.163459
   26.0800    0.002327    1.632964    0.163296
   26.0900    0.002323    1.631336    0.163134
   26.1000    0.002320    1.629709    0.162971
   26.1100    0.002316    1.628084    0.162808
   26.1200    0.002312    1.626461    0.162646
   26.1300    0.002308    1.624839    0.162484
   26.1400    0.002304    1.623218    0.162322
   26.1500    0.002301    1.621600    0.162160
   26.1600    0.002297    1.619983    0.161998
   26.1700    0.002293    1.618367    0.161837
   26.1800    0.002290    1.616753    0.161675
   26.1900    0.002286    1.615141    0.161514
   26.2000    0.002282    1.613531    0.161353
   26.2100    0.002279    1.611921    0.161192
   26.2200    0.002275    1.610314    0.161031
   26.2300    0.002271    1.608708    0.160871
   26.2400    0.002268    1.607104    0.160710
   26.2500    0.002264    1.605501    0.160550
   26.2600    0.002260    1.603900    0.160390
   26.2700    0.002257    1.602301    0.160230
   26.2800    0.002253    1.600703    0.160070
   26.2900    0.002249    1.599107    0.159911
   26.3000    0.002246    1.597512    0.159751
   26.3100    0.002242    1.595919    0.159592
   26.3200    0.002239    1.594327    0.159433
   26.3300    0.002235    1.592737    0.159274
   26.3400    0.002232    1.591149    0.159115
   26.3500    0.002228    1.589562    0.158956
   26.3600    0.002225    1.587977    0.158798
   26.3700    0.002221    1.586393    0.158639
   26.3800    0.002217    1.584811    0.158481
   26.3900    0.002214    1.583230    0.158323
   26.4000    0.002210    1.581652    0.158165
   26.4100    0.002207    1.580074    0.158007
   26.4200    0.002203    1.578498    0.157850
   26.4300    0.002200    1.576924    0.157692
   26.4400    0.002197    1.575351    0.157535
   26.4500    0.002193    1.573780    0.157378
   26.4600    0.002190    1.572211    0.157221
   26.4700    0.002186    1.570643    0.157064
   26.4800    0.002183    1.569076    0.156908
   26.4900    0.002179    1.567511    0.156751
   26.5000    0.002176    1.565948    0.156595
   26.5100    0.002173    1.564386    0.156439
   26.5200    0.002169    1.562826    0.156283
   26.5300    0.002166    1.561268    0.156127
   26.5400    0.002162    1.559710    0.155971
   26.5500    0.002159    1.558155    0.155815
   26.5600    0.002156    1.556601    0.155660
   26.5700    0.002152    1.555048    0.155505
   26.5800    0.002149    1.553497    0.155350
   26.5900    0.002146    1.551948    0.155195
   26.6000    0.002142    1.550400    0.155040
   26.6100    0.002139    1.548854    0.154885
   26.6200    0.002136    1.547309    0.154731
   26.6300    0.002132    1.545766    0.154577
   26.6400    0.002129    1.544224    0.154422
   26.6500    0.002126    1.542684    0.154268
   26.6600    0.002123    1.541145    0.154115
   26.6700    0.002119    1.539608    0.153961
   26.6800    0.002116    1.538073    0.153807
   26.6900    0.002113    1.536539    0.153654
   26.7000    0.002110    1.535006    0.153501
   26.7100    0.002106    1.533475    0.153348
   26.7200    0.002103    1.531946    0.153195
   26.7300    0.002100    1.530418    0.153042
   26.7400    0.002097    1.528891    0.152889
